cislo,spol,ico,sektor,nace,druh,zeme,inv_eur,inv_usd,inv_czk,nova_mista,pod_dane,pob_mista,pob_rekv,pob_pozem,pob_kap,mira_podpory,strop,okres,kraj,region_nuts,podani,rozh_den,rozh_mesic,rozh_rok,msp,zruseno
645,Spojené kartáčovny a.s.,25183427,gumárenský a plastikářský,,výroba,Česká republika,4.001993223041659,5.342166879523201,100.39,15.0,T,,,,,0.3,30.12,Pelhřimov,Vysočina,,2011,,květen,2012,False,False
646,Wiegel pravčice žárové zinkování s.r.o.,24202509,ostatní,,výroba,Německo,6.776958341638429,9.046402724563643,170,40.0,T,,,,,0.3,51.0,Kroměříž,Zlínský,,2011,,květen,2012,False,True
647,IVAX Pharmaceuticals s.r.o.,26785323,chemický a farmaceutický,,výroba,Nizozemí,85.63364560494318,114.31034482758619,2148.12,176.0,T,,,,,0.4,678.52,Opava,Moravskoslezský,,2011,,červen,2012,False,False
648,"Continental HT Tyres, s.r.o.",26905850,gumárenský a plastikářský,,výroba,Nizozemí,82.8546940402631,110.60078756917835,2078.41,269.0,T,,,,,0.3,498.44,Zlín,Zlínský,,2011,,červen,2012,False,False
649,Monroe Czechia s.r.o.,61061620,výroba dopravních prostředků,,výroba,Německo,9.569463823001794,12.774052788420605,240.05,220.0,T,,,,,0.4,96.02,Liberec,Liberecký,,2011,,červen,2012,False,False
650,Rondo obaly s.r.o.,26398966,dřevozpracující a papírenský,,výroba,Česká republika,23.91867649990034,31.92848020434227,600,75.0,T,,,,,0.22,135.0,Rokycany,Plzeňský,,2011,,červen,2012,False,False
651,AIR PRODUCTS spol. s r.o.,41324226,chemický a farmaceutický,,výroba,Česká republika,7.630855092684871,10.186249467858662,191.42,0.0,T,,,,,0.4,76.57,Teplice,Ústecký,,2011,,červenec,2012,False,False
652,Mubea Stabilizer Bar Systems s.r.o.,29283132,výroba dopravních prostředků,,výroba,Česká republika,55.81024516643412,74.4997871434653,1400,608.0,T,,,,,0.4,519.3,Prostějov,Olomoucký,,2011,,červenec,2012,False,False
653,SHANGHAI MALING (CZECH) a.s.,27419762,potravinářský,,výroba,Česká republika,7.7735698624676095,10.376756066411238,195,100.0,T,J,R,,,0.3,58.5,Teplice,Ústecký,,2011,,červenec,2012,False,False
654,RONAL CR s.r.o.,49812106,výroba dopravních prostředků,,výroba,Česká republika,20.72951963324696,27.67134951042997,520,0.0,T,,,,,0.4,208.0,Jičín,Královéhradecký,,2011,,červenec,2012,False,True
655,"LASSELSBERGER, s.r.o.",25238078,ostatní,,výroba,Česká republika,7.3350607933027705,9.791400595998295,184,70.0,T,,,,,0.22,41.4,Plzeň,Plzeňský,,2011,,červenec,2012,False,True
656,AXIS a.s.,60108088,kovodělný a kovozpracující,,výroba,Česká republika,8.137931034482758,10.863133248190717,204.14,65.0,T,,,,,0.37,76.55,Hradec Králové,Královéhradecký,,2011,,červenec,2012,False,True
657,Wiegel Hradec Králové žárové zinkování s.r.o.,25943243,ostatní,,výroba,Česká republika,6.776958341638429,9.046402724563643,170,40.0,T,,,,,0.3,51.0,Liberec,Liberecký,,2011,,červenec,2012,False,True
658,FUJIKOKI CZECH s.r.o.,26439913,strojírenský,,výroba,Česká republika,3.4937213474187763,4.663686675180927,87.64,37.0,T,,,,,0.4,35.06,Louny,Ústecký,,2011,,srpen,2012,False,True
659,"Robert Bosch, spol. s.r.o.",46678735,výroba dopravních prostředků,,výroba,Německo,5.660753438309746,7.556406981694337,142,50.0,T,,,,,0.3,400.79,České Budějovice,Jihočeský,,2011,,únor,2012,False,False
660,IDEAL AUTOMOTIVE Bor s.r.o.,25230425,výroba dopravních prostředků,,výroba,Německo,10.981861670320908,14.659429544487015,275.48,100.0,T,,,,,0.3,82.64,Tachov,Plzeňský,,2011,,únor,2012,False,False
661,"Šroubárna Kyjov, spol. s r.o.",42293588,strojírenský,,výroba,Česká republika,7.494518636635439,10.004257130693912,188,45.0,T,,R,,,0.3,56.4,Hodonín,Jihomoravský,,2011,,únor,2012,False,False
662,"S.A.R.T. production, s.r.o.",28082575,strojírenský,,výroba,Česká republika,11.95933824995017,15.964240102171136,300,114.0,T,,,,,0.4,120.0,Pelhřimov,Vysočina,,2011,,únor,2012,False,True
663,"The Candy Plus Sweet Factory, s.r.o.",27167313,potravinářský,,výroba,Česká republika,2.349212676898545,3.13590889740315,58.93,36.0,T,J,,,,0.3,17.68,Hodonín,Jihomoravský,,2011,,srpen,2012,False,False
664,Klein & Blažek spol. s r.o.,47683228,výroba dopravních prostředků,,výroba,Česká republika,9.408075264602116,12.17161983974034,240,40.0,T,,,,,0.4,96.0,Šumperk,Olomoucký,,2012,,srpen,2012,False,True
665,BuS Děčín s.r.o.,28752295,elektronický a elektrotechnický,,výroba,Německo,3.182673461387691,4.117557561618825,81.19,60.0,T,J,R,,,0.4,32.476,Děčín,Ústecký,,2012,,září,2012,False,True
666,"Danisco Czech Republic, a.s.",61858501,potravinářský,,výroba,Česká republika,5.309946182977875,7.088122605363983,133.2,0.0,T,,,,,0.3,39.96,Hradec Králové,Královéhradecký,,2011,,říjen,2012,False,True
667,"MSA, a.s.",45192278,strojírenský,,výroba,Česká republika,7.939007374925254,10.59759472115794,199.15,10.0,T,,,,,0.4,79.66,Opava,Moravskoslezský,,2011,,říjen,2012,False,True
668,HARGO a.s.,28212606,gumárenský a plastikářský,,výroba,Česká republika,3.3496667973343786,4.333603813774217,85.45,54.0,T,,,,,0.45,38.45,Louny,Ústecký,,2012,,říjen,2012,True,False
669,Excelsior Technologies s.r.o.,28989601,ostatní,,výroba,Velká Británie a Severní Irsko,9.361977186311787,13.473050615595076,246.22,44.0,T,,,,,0.3,73.87,Hradec Králové,Královéhradecký,,2010,,říjen,2012,False,False
670,"JOHNSON CONTROLS INTERNATIONAL, spol. s.r.o.",43871143,výroba dopravních prostředků,,výroba,Česká republika,35.07155670719553,46.81619838229033,879.77,136.0,T,,,,,0.3,263.96,Česká Lípa,Liberecký,,2011,,říjen,2012,False,False
671,Partner in Pet Food CZ s.r.o.,49098501,potravinářský,,výroba,Česká republika,9.855742845942766,12.750786083781316,251.42,41.0,T,,,,,0.3,64.87,Česká Lípa,Liberecký,,2012,,říjen,2012,False,False
672,3D-Lasertec s.r.o.,25223445,výroba dopravních prostředků,,výroba,Česká republika,4.225632848315726,5.640698169433801,106,20.0,T,,,,,0.22,23.85,Domažlice ,Plzeňský,,2011,,říjen,2012,False,False
673,"PLASTON CZ, s.r.o.",48292079,gumárenský a plastikářský,,výroba,Česká republika,4.507252058016464,5.831220204888934,114.98,5.0,T,J,R,,,0.3,34.49,Děčín,Ústecký,,2012,,říjen,2012,False,True
674,electric cars s.r.o.,29105277,výroba dopravních prostředků,,výroba,Česká republika,4.106039465816225,5.48105576841209,103,75.0,T,,,,,0.3,30.9,Domažlice ,Plzeňský,,2011,,říjen,2012,False,True
675,"COPRECI CZ, s.r.o.",62303660,strojírenský,,výroba,Španělsko,3.3486147099860473,4.469987228607918,84,50.0,T,J,R,,,0.4,33.6,Bruntál,Moravskoslezský,,2011,,listopad,2012,False,False
676,ŠKODA AUTO a.s.,177041,výroba dopravních prostředků,,technologické centrum,Česká republika,30.027440219521754,38.847753321837914,766,40.0,T,,,,,0.4,306.4,Mladá Boleslav,Středočeský,,2012,,listopad,2012,False,False
677,Tiskárny Havlíčkův Brod a.s.,46504796,ostatní,,výroba,Česká republika,5.9819678557428455,7.739121614768232,152.6,0.0,T,,,,,0.3,45.78,Havlíčkův Brod,Vysočina,,2012,,listopad,2012,False,False
678,"PREOL FOOD, a.s.",27698190,potravinářský,,výroba,Česká republika,7.095256762054096,9.179429962470838,181,30.0,T,,,,,0.3,54.3,Lovosice,Ústecký,,2012,,listopad,2012,False,False
679,Saar Gummi Czech s.r.o.,25931857,gumárenský a plastikářský,,výroba,Německo,9.898079184633476,12.805558373060148,252.5,50.0,T,,,,,0.3,75.75,Náchod,Královéhradecký,,2012,,listopad,2012,False,False
680,"TŘINECKÉ ŽELEZÁRNY, a.s.",18050646,strojírenský,,výroba,Česká republika,26.264210113680907,33.97910538594178,670,55.0,T,,,,,0.3,201.0,Frýdek-Místek,Moravskoslezský,,2012,,prosinec,2012,False,True
681,Jotun Powder Coatings (CZ) a.s.,49900871,chemický a farmaceutický,,výroba,Česká republika,5.409643277146217,6.998681407850695,138,25.0,T,J,R,,,0.4,55.2,Ústí nad Labem,Ústecký,,2012,,leden,2013,False,False
682,Ljunghall s.r.o.,27228967,kovodělný a kovozpracující,,výroba,Česká republika,11.239905919247354,14.541535652703114,286.73,105.0,T,,,,,0.3,86.02,Kutná Hora,Středočeský,,2012,,leden,2013,False,False
683,Mondi Štětí White Paper s.r.o.,22797734,dřevozpracující a papírenský,,výroba,Česká republika,70.10976087808702,90.70392534739831,1788.5,74.0,T,,,,,0.3,457.05,Litoměřice,Ústecký,,2012,,leden,2013,False,False
684,Drylock Technologies s.r.o.,25411411,ostatní,,výroba,Česká republika,19.65895727165817,25.43361395679075,501.5,135.0,T,,,,,0.375,188.06,Liberec,Liberecký,,2012,,únor,2013,True,True
685,INDET SAFETY SYSTEMS a.s.,25114638,chemický a farmaceutický,,výroba,Česká republika,28.694629557036453,37.12344051120803,732,40.0,T,,,,,0.4,292.8,Vsetín,Zlínský,,2012,,únor,2013,False,False
686,Česká zbrojovka a.s.,46345965,strojírenský,,výroba,Česká republika,13.759310074480595,17.800994015620244,351,0.0,T,,,,,0.3,105.3,Uherské Hradiště,Zlínský,,2012,,únor,2013,False,False
687,MD ELEKTRONIK spol. s.r.o.,45352585,elektronický a elektrotechnický,,výroba,Česká republika,12.779302234417875,16.533116948980627,326,450.0,T,,,,,0.3,97.8,Plzeň-jih,Plzeňský,,2012,,únor,2013,False,False
688,Toray Textiles Central  Europe s.r.o.,25500040,ostatní,,výroba,Česká republika,24.617796942375538,31.84907191398722,628,48.0,T,,,,,0.4,251.2,Prostějov,Olomoucký,,2012,,únor,2013,False,False
689,fischer automotive systems s.r.o.,27715256,výroba dopravních prostředků,,výroba,Německo,12.236769894159153,15.831220204888936,312.16,150.0,T,,,,,0.3,93.65,Vyškov,Jihomoravský,,2012,,únor,2013,False,False
690,CROMODORA WHEELS s.r.o.,27779017,výroba dopravních prostředků,,výroba,Česká republika,15.680125441003527,20.286033066233898,400,40.0,T,,,,,0.4,160.0,Nový Jičín,Moravskoslezský ,,2012,,únor,2013,False,False
691,Nitto Denko Czech s.r.o.,27866386,výroba dopravních prostředků,,výroba,Česká republika,7.4754998039984315,9.67136626432701,190.7,80.0,T,,,,,0.4,76.28,Brno-město,Jihomoravský,,2012,,únor,2013,False,False
692,"Hitachi Home Electronics (Czech), s.r.o.",27578330,výroba dopravních prostředků,,výroba,Česká republika,9.794198353586827,12.671163403996347,249.85,33.0,T,,,,,0.4,99.94,Louny,Ústecký,,2012,,březen,2013,False,False
693,Automotive Lighting s.r.o.,25133152,výroba dopravních prostředků,,výroba,Česká republika,92.51274010192081,119.68759509078,2360,312.0,T,,,,,0.4,728.62,Jihlava,Vysočina,,2012,,březen,2013,False,False
694,"REHAU, s.r.o.",45799261,gumárenský a plastikářský,,výroba,Česká republika,5.306546452371619,6.865300740440207,135.37,0.0,T,,,,,0.4,54.15,Svitavy,Pardubický,,2012,,březen,2013,False,False
695,ANVIS AVT s.r.o.,24778877,výroba dopravních prostředků,,výroba,Česká republika,8.94159153273226,11.56811035601988,228.1,100.0,T,,,,,0.4,94.64,Zlín,Zlínský,,2012,,březen,2013,False,False
696,"Faurecia Emissions Control Technologies, MB",26151197,výroba dopravních prostředků,,výroba,Česká republika,25.999607996863972,33.63677857794908,663.25,587.0,T,,,,,0.4,265.3,Mladá Boleslav,Středočeský,,2012,,březen,2013,False,True
697,"Faurecia Emissions Control Technologies, MB",26151197,výroba dopravních prostředků,,technologické centrum,Česká republika,3.018424147393179,3.9050613652500252,77,129.0,T,,,,,0.4,30.8,Mladá Boleslav,Středočeský,,2012,,březen,2013,False,True
698,"Sony DADC Czech Republic, s.r.o.",29101077,ostatní,,centrum strategických služeb - centrum sdílených služeb,Česká republika,0.5887887103096824,0.7617405416370828,15.02,100.0,T,,,,,0.3,25.92,Plzeň-město,Plzeňský,,2012,,březen,2013,False,False
699,"NYPRO hutní prodej, a.s.",25262068,kovodělný a kovozpracující,,výroba,Česká republika,3.8024304194433554,4.91936301856172,97,14.0,T,,,,,0.5,53.0,Přerov,Olomoucký,,2012,,březen,2013,True,False
700,JOPP Automotive s.r.o.,26312417,výroba dopravních prostředků,,výroba,Česká republika,4.468835750686005,5.781519423876661,114,22.0,T,,,,,0.4,45.6,Žďár nad Sázavou,Vysočina,,2012,,březen,2013,False,False
701,"FORMPLAST PURKERT, s.r.o.",27531708,gumárenský a plastikářský,,výroba,Česká republika,5.566444531556252,7.201541738513034,142,4.0,T,,,,,0.375,53.25,Ústí nad Orlicí,Pardubický ,,2012,,březen,2013,True,False
702,"Faurecia Emissions Control Technologies, MB",26151197,výroba dopravních prostředků,,centrum strategických služeb - centrum sdílených služeb,Česká republika,0,0,0,120.0,T,,,,,0.4,73.344,Mladá Boleslav,Středočeský,,2012,,březen,2013,False,False
703,"Dura Automotive CZ,  s.r.o.",61173151,výroba dopravních prostředků,,výroba,Česká republika,21.180713445707568,27.402373465868752,540.32,80.0,T,,,,,0.3,162.1,Strakonice,Jihočeský,,2012,,březen,2013,False,True
704,"FEI Czech Republic, s. r. o.",46971629,elektronický a elektrotechnický,,výroba,Česká republika,7.840062720501764,10.143016533116949,200,302.0,T,,,,,0.4,80.0,Brno-město,Jihomoravský,,2012,,březen,2013,False,False
705,"Visteon - Autopal, s.r.o.",26914620,výroba dopravních prostředků,,výroba,Česká republika,15.742845942767541,20.367177198498833,401.6,143.0,T,,,,,0.4,160.64,Uherské Hradiště,Zlínský,,2012,,březen,2013,False,False
706,"GZ Production, s.r.o.",24242438,ostatní,,výroba,Česká republika,8.525597804782437,11.029921898772695,217.488,82.0,T,,,,,0.3,65.25,Beroun,Středočeský,,2012,,březen,2013,False,False
707,PILANA Metal s.r.o.,25328956,kovodělný a kovozpracující,,výroba,Česká republika,2.65609514370664,3.5220522525364033,67,11.0,T,,,,,0.5,33.5,Kroměříž,Zlínský,,2013,,duben,2013,True,False
708,RD Rýmařov s.r.o.,18953581,dřevozpracující a papírenský,,výroba,Česká republika,4.848373186985496,6.272542854244852,123.682,10.0,T,,,,,0.4,49.47,Bruntál,Moravskoslezský,,2012,,duben,2013,False,True
709,Lohman & Rauscher s.r.o.,18825869,chemický a farmaceutický,,výroba,Česká republika,50.66402378592666,67.1818325185302,1278,200.0,T,,,,,0.4,511.2,Jičín,Královéhradecký,,2013,,duben,2013,False,False
710,EMS-PATVAG s.r.o.,27455823,výroba dopravních prostředků,,výroba,Česká republika,8.702469619756958,11.258748351759813,222,32.0,T,,,,,0.4,88.8,Vyškov,Jihomoravský,,2012,,duben,2013,False,True
711,GÜHRING  s.r.o.,49194291,strojírenský,,výroba,Česká republika,6.481665014866204,8.594858855070179,163.5,45.0,T,,,,,0.225,36.79,Plzeň-sever,Plzeňský,,2013,,duben,2013,False,False
712,"Kovárna ""VIVA"" Zlín, spol. s r.o.",46978496,kovodělný a kovozpracující,,výroba,Česká republika,13.24876114965312,17.56820690742785,334.2,85.0,T,,,,,0.3,100.26,Zlín,Zlínský,,2013,,duben,2013,False,False
713,ABB s.r.o.,49682563,elektronický a elektrotechnický,,výroba,Česká republika,26.362735381565905,34.9576828050255,665,398.0,T,,,,,0.4,266.0,Brno-město,Jihomoravský,,2013,,květen,2013,False,False
714,Sigmaplast a.s.,27340341,výroba dopravních prostředků,,výroba,Česká republika,9.556252450019599,12.36332285221625,243.78,151.0,T,,,,,0.6,146.27,Liberec,Liberecký,,2012,,květen,2013,True,True
715,"JOKEY PRAHA CZ, s.r.o.",48953997,gumárenský a plastikářský,,výroba,Česká republika,6.868979187314173,9.108447668611682,173.27,4.0,T,,,,,0.3,51.98,Praha-východ,Středočeský,,2013,,květen,2013,False,False
716,Eurac Hradec s.r.o.,25954776,výroba dopravních prostředků,,výroba,Česká republika,4.276709613478691,5.671029806024286,107.88,17.0,T,,,,,0.4,43.15,Hradec Králové,Královéhradecký,,2013,,květen,2013,False,False
717,"Schwan-STABILO ČR, s.r.o.",45280746,ostatní,,výroba,Česká republika,4.717145688800793,6.255059664616517,118.99,19.0,T,,,,,0.225,27.14,Český Krumlov,Jihočeský,,2013,,květen,2013,False,False
718,"AGROSTROJ International, s.r.o.",28148215,strojírenský,,výroba,Česká republika,57.23245785966287,74.04402069175373,1460,420.0,T,,,,,0.4,551.89,Pelhřimov,Vysočina,,2012,,květen,2013,False,False
719,ŠKODA AUTO a.s.,177041,výroba dopravních prostředků,,výroba,Česká republika,198.69563484153875,265.23414218816515,4984.28,865.0,T,,,,,0.4,737.95,Trutnov,Královéhradecký,,2011,,červen,2013,False,False
720,Electric Powersteering Components Europe s.r.o.,26464276,výroba dopravních prostředků,,výroba,Česká republika,5.627353815659068,7.462019660411081,141.95,0.0,T,,,,,0.4,56.78,Kladno,Středočeský,,2013,,květen,2013,False,False
721,"PRECIOSA GS, a.s.",28250524,sklářský,,výroba,Česká republika,9.466798810703667,12.553225043368554,238.8,112.0,T,,,,,0.4,95.52,Jablonec nad Nisou,Liberecký,,2013,,červen,2013,False,True
722,VISCOFAN CZ s.r.o.,26021145,gumárenský a plastikářský,,výroba,Česká republika,17.38354806739346,23.051043473689745,438.5,10.0,T,,,,,0.225,98.66,České Budějovice,Jihočeský,,2013,,červen,2013,False,False
723,Model Obaly a.s.,45192944,dřevozpracující a papírenský,,výroba,Česká republika,47.24876114965311,62.653104137097195,1191.85,114.0,T,,,,,0.3,357.56,"Nymburk, Opava, Trutnov, Třebíč","Královéhradecký, Moravskoslezský, Středočeský, Vysočina",,2013,,červen,2013,False,False
724,Dräger Chomutov s.r.o.,28668197,biotechnologický a medicinská technika,,výroba,Německo,4.868979187314172,6.456394890395837,122.82,134.0,T,J,R,,,0.4,48.93,Chomutov,Ústecký,,2013,,červen,2013,False,False
725,Bernex Bimetallic s.r.o.,26886774,strojírenský,,výroba,Česká republika,9.217046580773042,12.222046995741996,232.5,65.0,T,,,,,0.4,93.0,Brno-venkov,Jihomoravský,,2013,,červen,2013,False,False
726,INCOT spol. s r.o.,25291645,textilní,,výroba,Česká republika,10.307234886025768,13.667665457603952,260,90.0,T,,,,,0.4,104.0,Ústí nad Orlicí,Pardubický,,2013,,červen,2013,False,False
727,"Faurecia Plzeň, s.r.o.",29164516,výroba dopravních prostředků,,výroba,Francie,9.571148569188553,12.38259458362917,244.16,848.0,T,,,,,0.3,72.65,Plzeň-sever,Plzeňský,,2012,,červenec,2013,False,False
728,Smiths Medical Czech Republic a.s.,1651617,biotechnologický a medicinská technika,,výroba,Velká Británie a Severní Irsko,7.531164249313994,9.743381681712142,192.12,180.0,T,,,,,0.4,76.85,Přerov,Olomoucký,,2012,,červenec,2013,False,False
729,Grammer Automotive CZ s.r.o.,27315835,výroba dopravních prostředků,,výroba,Česká republika,8.181962338949454,10.849497976134153,206.39,155.0,T,,,,,0.4,82.56,Česká Lípa,Liberecký,,2013,,červenec,2013,False,False
730,ŠKODA AUTO a.s.,177041,výroba dopravních prostředků,,výroba,Česká republika,89.80399843198745,116.1831828785881,2290.9,0.0,T,,,,,0.4,706.78,Rychnov nad Kněžnou,Královéhradecký,,2012,,červenec,2013,False,False
731,MIKO international s.r.o.,25900706,potravinářský,,výroba,Česká republika,4.544697720515361,6.02638910792199,114.64,0.0,T,,,,,0.375,42.99,Frýdek-Místek,Moravskoslezský,,2013,,srpen,2013,True,False
732,Fresenius HemoCare CZ s.r.o.,27238920,biotechnologický a medicinská technika,,výroba,Česká republika,5.7446977205153615,7.6176207748514955,144.91,190.0,T,,,,,0.4,55.68,Nymburk,Středočeský,,2013,,srpen,2013,False,False
733,Rexam Beverage Can Czech Republic s.r.o.,64939294,ostatní,,výroba,Česká republika,32.8406342913776,43.547547705409244,828.405,35.0,T,,,,,0.225,186.39,Plzeň-město,Plzeňský,,2013,,srpen,2013,False,False
734,Neturen Czech s.r.o.,29155193,kovodělný a kovozpracující,,výroba,Japonsko,17.606036848294785,22.777665077594076,449.13,35.0,T,,,,,0.4,179.65,Louny,Ústecký,,2012,,srpen,2013,False,False
735,CHRIST CAR WASH s.r.o.,25201581,strojírenský,,výroba,Česká republika,5.351833498513379,7.096672449140514,135,25.0,T,,,,,0.3,40.5,Plzeň-město,Plzeňský,,2013,,srpen,2013,False,True
736,SONAVOX CZ s.r.o.,28632389,výroba dopravních prostředků,,výroba,Česká republika,7.333994053518334,9.72506965252589,185,80.0,T,,,,,0.4,74.0,Vsetín,Zlínský,,2013,,září,2013,False,False
